Date,AAPL,AMZN,AXP,BA,BHP,CAT,FB,GOOG,NFLX,MRK,JNJ,IVPAF,UFPI,SAM,RIO,PFE,WST,VALE,UTX,UNH
7/6/16,91.26638,737.609985,56.972755,117.722191,24.248028,68.895721,116.699997,697.77002,94.599998,54.497124,114.056526,0.815,30.978756,168.809998,25.349733,32.428459,74.62973,4.502763,95.117706,136.689697
7/7/16,91.658073,736.570007,57.288845,117.916893,23.577538,69.098274,115.849998,695.359985,95.099998,54.147079,113.935638,0.8,31.029779,168.529999,24.849144,32.347084,74.953911,4.420228,95.671249,135.172867
7/8/16,92.365028,745.809998,58.898026,120.624435,24.901546,71.234291,117.239998,705.630005,97.059998,54.67215,114.251816,0.813,31.520901,171.130005,25.924185,32.663582,75.916626,4.539445,97.256859,135.624084
7/11/16,92.651665,753.780029,59.539776,122.432533,25.334393,71.630188,117.870003,715.090027,94.669998,54.662941,114.326225,0.874,31.935484,170.75,26.367338,32.690712,76.358688,4.695345,97.538338,134.712051
7/12/16,93.072037,748.210022,60.344376,121.292053,26.174633,73.471573,117.93,720.640015,95.970001,54.902439,114.316933,0.881,32.104504,169.589996,27.237217,32.772106,77.183846,4.906269,98.044983,134.270401
7/13/16,92.546562,742.630005,60.440159,120.642982,26.234041,73.370293,116.779999,716.97998,96.43,54.856392,114.391342,0.901,32.216118,169.690002,27.196188,32.835403,76.545341,5.007146,98.598534,135.825668
7/14/16,94.380875,741.200012,60.928661,121.97821,26.267992,73.71096,117.290001,720.950012,98.019997,54.948509,114.558739,0.909,32.19698,167.559998,27.467005,33.387032,76.908806,4.897098,98.645439,135.211243
7/15/16,94.371315,735.440002,61.091499,122.757095,25.886061,74.300201,116.860001,719.849976,98.389999,54.930084,114.391342,0.871,31.823864,169.5,26.966408,33.251392,76.417618,4.91544,98.983208,135.681671
7/18/16,95.374451,736.070007,61.292648,123.721413,25.673883,74.197952,119.370003,733.780029,98.809998,54.36816,114.521545,0.879,32.206554,166.710007,27.073093,33.133835,76.201172,4.988804,98.973816,135.124832
7/19/16,95.412666,739.950012,61.455479,124.861923,24.375336,74.123573,120.610001,736.960022,85.839996,54.036533,116.483856,0.873,32.133198,164.669998,25.59593,33.133835,76.19133,4.76871,99.095802,136.891281
7/20/16,95.498657,745.719971,61.761997,124.917542,24.035847,74.07711,121.919998,741.190002,87.910004,54.156288,116.381561,0.85,32.474434,165.990005,25.275877,33.169994,77.214561,4.741199,99.489853,137.304138
7/21/16,94.99231,744.429993,60.756248,123.814133,24.587517,74.374565,120.610001,738.630005,85.989998,54.156288,116.390846,0.87,31.737757,164.740005,25.907774,33.197124,76.161812,4.869586,99.311577,137.160126
7/22/16,94.256683,744.859985,61.570412,123.758514,24.231052,73.78894,121,742.73999,85.889999,54.183926,116.279251,0.869,33.510891,190.160004,25.727234,33.224262,76.761971,4.869586,98.63607,137.947372
7/25/16,92.995583,739.609985,61.618317,123.267075,23.993412,73.147537,121.629997,739.77002,87.660004,53.944416,116.149063,0.843,33.648018,181.649994,25.497452,33.260429,76.250359,4.887928,98.185715,136.065704
7/26/16,92.355492,735.590027,61.656624,125.038078,25.003391,76.921577,121.220001,738.419983,91.410004,53.760189,116.390846,0.88,34.26989,183.380005,26.580704,33.305645,76.801323,5.199728,101.225586,136.03688
7/27/16,98.355217,736.669983,61.867348,126.067322,25.249521,78.176491,123.339996,741.77002,92.040001,53.981258,116.037453,0.905,34.729115,180.210007,26.93358,33.323727,77.165375,5.291434,101.037933,136.01767
7/28/16,99.683159,752.609985,62.058922,123.331963,25.088264,77.079597,125,745.909973,91.650002,53.824661,115.749153,0.955,34.384693,180.169998,26.949995,33.160954,78.710052,5.318946,100.934715,137.054504
7/29/16,99.558975,758.809998,61.742832,123.934685,25.198599,76.930878,123.940002,768.789978,91.25,54.036533,116.465256,1.11,34.48037,182.880005,26.93358,33.359898,78.985519,5.273093,101.000397,137.476929
8/1/16,101.316849,767.73999,61.426743,123.517433,24.808186,76.177933,124.309998,772.880005,94.370003,54.036533,116.623367,1.15,34.764194,182.160004,26.818691,33.739712,79.64473,5.06217,100.334251,137.774567
8/2/16,99.816925,760.580017,60.794571,122.02459,24.79121,75.517944,123.089996,771.070007,93.559998,53.732552,116.111855,1.103,34.301781,179.910004,26.908964,32.907749,79.506989,5.08051,99.705643,137.448166
8/3/16,101.068451,754.640015,61.139389,122.27491,25.359856,76.252289,122.510002,773.179993,93.099998,53.10614,115.228348,1.08,34.627068,178.300003,27.097712,32.178295,79.654564,5.309774,99.724396,137.169739
8/4/16,101.692818,760.77002,61.244751,121.662949,25.656906,76.010605,124.360001,771.609985,93.440002,53.28117,115.191139,1.109,34.292213,179.449997,26.638149,32.05064,80.185867,5.428993,99.790085,137.006531
8/5/16,103.239288,765.97998,62.758144,122.145103,26.327404,76.744957,125.150002,782.219971,97.029999,58.826679,115.544548,1.107,34.371937,179.449997,26.867931,32.31506,80.41217,5.520699,101.084831,137.27533
8/8/16,104.094177,766.559998,63.055073,122.571648,26.717812,77.562981,125.260002,781.76001,95.110001,57.905499,114.995834,1.12,34.218864,179.619995,27.302874,31.850037,79.339729,5.52987,101.131744,136.449707
8/9/16,104.516815,768.309998,62.633633,122.970345,26.514118,76.995949,125.059998,784.26001,93.989998,57.564659,114.791237,1.2,34.11681,180.110001,26.974615,31.986809,80.018616,5.566552,101.647774,136.152084
8/10/16,103.738762,768.559998,62.011028,123.671524,26.225554,76.828629,124.879997,784.679993,93.93,57.702839,114.726135,1.286,34.196537,181.639999,26.680027,32.032387,80.284256,5.318946,101.441376,136.507309
8/11/16,103.671532,771.23999,62.719833,124.344673,26.777222,77.37706,124.900002,784.849976,95.889999,58.614815,115.107437,1.374,34.486744,184.020004,27.00448,32.05064,80.077644,5.392311,102.43589,136.929703
8/12/16,103.911659,772.559998,62.624043,124.438171,26.284964,77.153969,124.879997,783.219971,96.589996,58.35688,114.595924,1.33,34.320911,182.779999,25.856415,31.895624,79.693939,5.172216,102.14505,137.169739
8/15/16,105.160378,768.48999,62.863503,125.896652,26.480171,78.222961,123.900002,782.440002,95.309998,58.329239,113.749626,1.26,34.027515,186.550003,26.397171,32.014168,79.871033,5.318946,102.914398,135.960083
8/16/16,105.064316,764.039978,62.54744,126.214508,26.734787,78.353111,123.300003,777.140015,95.120003,58.071316,111.908211,1.35,33.660774,191.470001,26.954565,31.722382,78.916656,5.456504,102.417137,135.441666
8/17/16,104.910622,764.630005,62.9114,125.952751,27.082766,78.464661,124.370003,779.909973,96.370003,58.301605,112.819618,1.333,33.868065,186.610001,26.804819,32.041519,78.82814,5.474846,102.832451,136.046509
8/18/16,104.776161,764.460022,62.863503,126.214508,27.591997,77.507202,123.910004,777.5,96.160004,58.614815,112.270912,1.32,33.74369,189.050003,27.145908,32.087105,79.821831,5.419822,103.200592,136.488098
8/19/16,105.045113,757.309998,62.767727,125.690948,27.108227,77.934799,123.559998,775.419983,95.870003,58.366089,112.270912,1.3,33.721367,188.820007,26.671709,31.895624,80.441673,5.474846,103.021233,136.363281
8/22/16,104.228661,759.47998,62.6049,126.20517,26.862095,77.702408,124.150002,772.150024,95.260002,58.541115,111.531288,1.317,34.330482,189.199997,26.297338,31.767973,80.244888,5.300605,102.41713,136.411316
8/23/16,104.555229,762.450012,62.9114,125.410515,27.744768,78.092827,124.370003,772.080017,95.940002,58.568752,111.821541,1.325,34.678089,190.470001,26.729944,31.995926,80.028442,5.38314,101.94516,136.334488
8/24/16,103.767593,757.25,62.413338,124.615791,27.142174,77.293404,123.480003,769.640015,95.18,57.78574,111.1381,1.27,34.566475,191.789993,26.205826,31.749731,79.752975,5.163046,101.907402,134.280014
8/25/16,103.325737,759.219971,62.260075,124.325966,27.456202,77.005241,123.889999,769.409973,97.32,57.408062,111.007019,1.253,34.703602,190.910004,26.472044,31.704145,79.743134,5.172216,101.680862,131.812744
8/26/16,102.720581,769,62.058922,123.624786,27.235533,76.837914,124.959999,769.539978,97.580002,57.896282,111.447052,1.282,34.308155,192.050003,26.239103,31.749731,80.244888,4.997974,101.293839,131.159912
8/29/16,102.605331,771.289978,62.758144,124.251167,27.337381,77.246918,126.540001,772.150024,97.300003,58.043678,112.270912,1.464,34.853493,190.279999,26.363892,32.014168,81.277969,5.144704,101.91684,131.783951
8/30/16,101.817673,767.580017,62.691097,122.297195,26.726301,76.670601,125.839996,769.090027,97.449997,57.767326,111.849625,1.43,34.942783,185.059998,25.45709,31.80444,81.120544,4.988804,101.331596,131.399918
8/31/16,101.913734,769.159973,62.815628,121.025696,25.69013,76.177933,126.120003,767.049988,97.449997,57.841019,111.72789,1.396,34.808846,182.649994,25.099356,31.731495,80.510551,4.832904,100.463188,130.612717
9/1/16,102.518875,770.619995,62.125969,121.446411,25.887087,75.713127,126.169998,768.780029,97.379997,57.942348,111.484482,1.403,34.47718,182.199997,25.606836,31.622078,80.41217,4.942952,100.736923,130.315048
9/2/16,103.479424,772.440002,62.442055,122.62442,26.221064,75.936241,126.510002,771.460022,97.379997,58.016048,111.709175,1.407,35.076729,186.059998,25.89801,31.704145,82.675064,5.135534,100.935143,131.150314
9/6/16,103.450592,788.869995,62.988041,124.335342,27.06027,76.298775,129.729996,780.080017,100.089996,58.25555,112.111748,1.6,35.009754,184.149994,26.272381,31.704145,82.15361,5.245581,100.066719,130.535889
9/7/16,104.084557,784.47998,63.399914,124.008087,26.580725,77.82325,131.050003,780.349976,99.150002,57.914707,111.98069,1.566,34.655762,183.080002,25.823137,31.767973,82.104431,5.172216,99.915688,130.193497
9/8/16,101.356606,784.059998,63.447788,124.251167,26.743427,77.655945,130.270004,775.320007,99.660004,58.25555,111.849625,1.55,34.218864,179.880005,26.180868,31.658546,81.179588,5.08051,99.821304,130.627518
9/9/16,99.060921,760.140015,62.375019,120.165581,26.323822,75.09964,127.099998,759.659973,96.5,57.564659,110.688705,1.47,32.723186,174.25,25.573557,31.093222,78.896988,4.759539,96.923401,128.872192
9/12/16,101.27977,771.48999,63.122143,121.652107,26.563597,76.150047,128.690002,769.02002,99.050003,58.209492,111.559395,1.65,32.525463,174.639999,25.889692,31.594728,81.012321,4.952122,98.197731,130.71431
9/13/16,103.690727,761.01001,61.647049,120.3806,25.15064,74.579079,127.209999,759.690002,96.089996,57.355785,110.108253,1.535,31.147778,168.5,24.791542,31.038509,78.857643,4.539445,96.583603,129.190475
9/14/16,107.360023,761.090027,60.804138,119.361534,25.673004,75.313431,127.769997,762.48999,97.010002,56.928936,110.342316,1.558,31.109505,165.169998,25.224148,30.947325,79.457802,4.603639,95.960609,128.939682
9/15/16,111.010086,769.690002,61.139389,119.455025,26.186808,76.252289,128.350006,771.76001,97.339996,57.884716,111.063202,1.5,31.501766,164.5,25.365576,31.129694,81.169739,4.61281,96.951736,130.791458
9/16/16,110.385735,778.52002,60.976559,118.454674,25.66444,76.270882,129.070007,768.880005,99.480003,57.791916,110.70742,1.417,31.249826,162.149994,24.874737,30.947325,80.077644,4.61281,94.488068,133.549866
9/19/16,109.098602,775.099976,61.359695,119.183907,26.109737,76.112854,128.649994,765.700012,98.059998,56.910378,110.155067,1.42,31.97694,158.190002,25.623474,30.682901,80.008781,4.658663,94.80899,132.787933
9/20/16,109.088982,780.219971,61.034027,119.47374,26.606413,75.945534,128.639999,771.409973,98.25,57.476418,110.426559,1.466,32.027958,153.399994,25.714985,30.828794,80.008781,4.686175,94.620209,132.585403
9/21/16,109.069778,789.73999,61.570412,122.063469,27.55695,77.590874,129.940002,776.219971,94.879997,58.181652,111.325325,1.58,32.684914,151.059998,26.655069,31.257347,73.761147,5.016316,96.24379,134.938675
9/22/16,110.097565,804.700012,61.905663,123.288208,27.796722,77.618759,130.080002,787.210022,95.830002,58.478592,111.840256,1.61,33.316353,151.320007,27.054398,31.138815,73.416801,4.970463,97.225471,136.028519
9/23/16,108.262924,805.75,61.158546,123.204063,27.865231,76.633415,127.959999,786.900024,95.940002,58.422913,111.231705,1.637,32.633888,152.300003,26.962883,31.239107,71.380188,4.970463,96.810135,135.517365
9/26/16,108.426224,799.159973,60.74667,122.07283,27.942301,76.568336,127.309998,774.210022,94.559998,57.671291,110.26741,1.73,32.145954,149.759995,26.763218,30.673775,70.632431,4.933781,96.498657,134.755447
9/27/16,108.627937,816.109985,61.570412,122.77401,27.933737,77.042427,128.690002,783.01001,97.07,58.06102,111.615562,1.78,32.130016,150.289993,26.813135,30.847027,72.324707,4.988804,96.611923,135.787415
9/28/16,109.454002,828.719971,61.512951,123.624786,29.201117,80.491112,129.229996,781.559998,97.480003,58.738415,111.774712,1.767,32.24482,150.789993,28.069351,30.99292,73.554543,5.181386,96.611923,135.420898
9/29/16,107.753845,829.049988,60.698784,122.502876,29.458019,81.309128,128.089996,775.01001,96.669998,57.448582,109.78994,1.746,31.546408,151.610001,28.036074,30.381996,72.550995,5.07134,95.394226,133.405197
9/30/16,108.589523,837.309998,61.340534,123.166679,29.672104,82.517555,128.270004,777.289978,98.550003,57.912544,110.595078,1.76,31.409283,155.259995,27.786495,30.883495,73.298729,5.043828,95.903961,135.025482
10/3/16,108.080414,836.73999,61.120232,123.765038,29.84337,82.06208,128.770004,772.559998,102.629997,58.014626,111.231705,1.736,31.253016,154.660004,27.919603,30.710253,73.279068,5.190557,96.687439,133.569153
10/4/16,108.541481,834.030029,61.216011,123.643478,29.672104,81.346313,128.190002,776.429993,102.339996,57.958942,111.241066,1.57,31.297665,153.300003,27.536913,30.746727,72.068901,4.997974,95.7435,133.25087
10/5/16,108.589523,844.359985,61.957275,125.896652,30.228722,83.121788,128.470001,776.469971,106.279999,58.274445,111.578102,1.61,31.485817,155.029999,28.052715,30.910856,72.777275,5.07134,96.517525,132.71077
10/6/16,109.39637,841.659973,59.627613,125.672241,30.031767,83.000946,128.740005,776.859985,105.07,58.144531,111.175537,1.56,32.334114,155.470001,27.603472,30.682901,73.702126,5.052999,96.357063,131.620926
10/7/16,109.559677,839.429993,59.454334,125.139374,30.280104,82.238693,128.990005,775.080017,104.82,58.246605,111.634277,1.71,31.916346,157.440002,27.58683,30.600834,74.223579,5.108022,94.941147,131.804184
10/10/16,111.471146,841.710022,59.589115,126.999832,30.751087,82.006302,130.240005,785.940002,103.330002,59.295177,112.158562,1.725,32.372383,156.899994,28.04439,30.646425,74.380989,5.401481,94.374802,133.173706
10/11/16,111.711288,831,58.587936,125.036545,29.954695,81.309128,128.880005,783.070007,100.589996,57.467144,110.136345,1.648,31.281719,158.220001,27.104313,30.208746,72.97406,5.300605,93.232613,129.962021
10/12/16,112.710236,834.090027,58.424274,124.494255,29.980381,81.411377,129.050003,786.140015,99.5,57.216595,110.445274,1.774,31.878075,162.800003,27.295658,30.154039,72.757599,5.337287,93.383652,130.299591
10/13/16,112.364464,829.280029,58.154732,124.699974,29.1583,80.844353,127.82,778.190002,100.230003,58.005341,110.716812,1.76,31.179667,163.179993,26.463722,29.87137,71.891808,5.07134,94.252075,129.421921
10/14/16,112.9888,822.960022,57.904446,124.812157,29.10692,81.495041,127.879997,778.530029,101.470001,57.662003,110.061447,1.777,31.447552,155.410004,26.430449,29.780193,71.665497,5.117193,94.544701,129.161514
10/17/16,112.911964,812.950012,57.66378,125.279587,29.012724,81.1418,127.540001,779.960022,99.800003,57.086681,110.932129,1.76,31.032972,155.100006,26.463722,29.634302,71.566948,5.208898,94.119919,129.364075
10/18/16,112.835114,817.650024,57.837055,126.308037,29.535089,81.076744,128.570007,795.26001,118.790001,57.615608,108.048576,1.799,30.599251,158.100006,27.079353,29.807543,71.921776,5.355628,94.384209,138.295029
10/19/16,112.498932,817.690002,58.963375,127.317711,29.929003,81.801796,130.110001,801.5,121.870003,57.411457,107.280876,1.779,29.25984,160.649994,27.137587,29.725481,71.685219,5.355628,94.167114,139.240189
10/20/16,112.441284,810.320007,64.286934,126.999832,29.988947,81.239151,130,796.969971,123.349998,57.457859,107.543022,1.77,30.060297,156.25,26.971203,29.670774,71.448662,5.52987,93.723473,139.915344
10/21/16,111.999451,818.98999,64.845284,126.80352,29.937569,80.957817,132.070007,799.369995,127.5,56.789749,106.204239,1.76,29.594688,163,27.34557,29.342518,70.650291,5.740794,93.138229,140.204666
10/24/16,113.008018,838.090027,64.58535,128.505096,29.946133,80.638962,133.279999,813.109985,127.330002,56.372173,106.363396,1.66,29.56918,165.199997,27.553555,29.296925,71.133255,5.951716,93.940575,139.548859
10/25/16,113.584343,835.179993,64.248421,129.972931,30.579821,79.222923,132.289993,807.669983,126.510002,57.485695,106.691071,1.62,28.197872,163.199997,28.385487,29.433697,70.1082,6.226835,95.677437,138.671173
10/26/16,111.029289,822.590027,64.306183,136.068604,30.185907,78.894707,131.039993,799.070007,126.970001,56.483528,107.252792,1.54,27.486708,159.399994,28.46036,29.543121,69.556236,6.336882,95.347031,137.176239
10/27/16,109.963097,818.359985,64.43132,133.983734,29.672104,77.844406,129.690002,795.349976,126.470001,56.873264,108.320068,1.45,27.308121,156,28.485319,29.616062,71.379677,6.373564,94.45974,136.896545
10/28/16,109.233078,776.320007,63.969231,133.703247,29.860497,78.660271,131.289993,795.369995,126.57,54.599815,107.973686,1.52,27.556868,157.600006,28.726576,29.114563,72.247047,6.327711,96.130501,135.363052
10/31/16,109.060188,789.820007,63.940369,133.160995,29.988947,78.266411,130.990005,784.539978,124.870003,54.488464,108.591583,1.57,27.422928,155.25,28.992794,28.913956,74.937805,6.346053,96.470322,136.308228
11/1/16,107.091064,785.409973,63.776714,133.142319,29.851934,77.122322,129.5,783.609985,123.300003,55.026661,107.983032,1.67,27.081696,155.600006,28.851366,28.330391,73.193253,6.327711,96.290977,134.475739
11/2/16,107.187111,765.559998,63.006569,131.590332,29.338127,76.062645,127.169998,768.700012,122.339996,54.599815,107.533653,1.634,26.970079,155.550003,28.660023,27.929192,73.360794,6.162641,95.847328,134.041748
11/3/16,106.038208,767.030029,62.891071,130.907822,29.440889,76.212677,120,762.130005,122.139999,54.219357,107.69281,1.58,26.600143,155.600006,28.751537,27.254438,73.577644,6.199323,95.384804,132.932571
11/4/16,105.082375,755.049988,63.064339,130.459061,29.098356,77.187965,120.75,762.02002,122.029999,54.581249,107.767723,1.596,26.817001,156.800003,28.227417,27.354738,74.307014,6.116787,95.649109,132.816879
11/7/16,106.598175,784.929993,64.498718,133.721954,30.45137,78.538368,122.150002,782.52002,124.580002,55.72261,109.218857,1.71,27.365524,160.050003,29.350523,27.701229,76.297989,6.575318,97.272682,136.886887
11/8/16,107.225731,787.75,64.566101,133.966934,31.436159,79.410469,124.220001,790.51001,124.339996,56.149464,109.583961,1.709,27.767349,162.649994,29.716576,27.627558,76.455696,6.91463,97.574738,137.822433
11/9/16,107.051956,771.880005,66.173744,137.745407,32.420944,85.524757,123.18,785.309998,122.190002,59.555,112.636024,1.73,28.504026,164.149994,31.813042,29.579905,76.445831,7.116383,98.934006,136.857971
11/10/16,104.068626,742.380005,67.492615,140.213821,32.652161,87.634735,120.800003,762.559998,115.419998,60.27879,111.915154,1.775,28.899471,168.350006,32.686573,30.841562,76.386688,7.336477,102.332169,140.937668
11/11/16,104.686531,739.01001,67.86805,141.001801,32.112667,87.222122,119.019997,754.02002,114.779999,59.341576,110.913399,1.8,29.747768,173.449997,32.511864,30.012739,76.435974,7.052188,102.75695,141.217361
11/14/16,102.060455,719.070007,69.71637,142.397385,32.318188,88.309937,115.080002,736.080017,113.379997,58.951839,109.162674,1.833,30.379208,175.300003,32.986065,29.819345,76.110725,7.052188,101.813019,146.869156
11/15/16,103.412117,743.23999,69.764503,140.612549,31.333395,88.563133,117.199997,758.48999,113.589996,59.06319,108.900536,1.81,30.656658,171.75,31.721531,29.681208,78.170692,6.712877,101.643105,146.820938
11/16/16,106.19268,746.48999,69.00399,139.027084,30.545567,87.540962,116.339996,764.47998,115.190002,58.116703,108.937973,1.81,30.758709,167.350006,31.080942,29.432556,78.387535,6.703706,101.586113,146.116867
11/17/16,106.15406,756.400024,69.100258,137.973297,30.759651,87.006424,117.790001,771.22998,115.029999,58.181652,109.13459,1.778,31.201992,165.199997,31.247328,29.220749,79.038048,6.703706,101.339172,145.412827
11/18/16,106.260269,760.159973,68.349365,138.941666,30.382862,86.593811,117.019997,760.539978,115.209999,57.411457,108.748093,1.766,31.249826,165.800003,30.407078,28.990519,78.988762,6.639511,101.149223,144.139709
11/21/16,107.87262,780,68.869209,139.577728,31.204948,87.118965,121.769997,769.200012,117.959999,57.810478,108.40873,1.8,31.849375,169.350006,31.20573,29.073399,79.156326,7.024677,101.481644,145.065567
11/22/16,107.940193,785.330017,69.042496,141.951202,32.806297,87.794159,121.470001,768.27002,118.040001,57.253716,106.278259,1.84,32.528648,172.300003,32.445309,28.852383,79.373169,7.602425,101.567108,146.849869
11/23/16,107.38987,780.119995,70.159195,142.160034,33.165958,90.194855,120.839996,760.98999,117.690002,57.198036,106.58934,1.827,32.614758,174.050003,32.76976,28.935263,80.329239,7.69413,102.678337,148.084412
11/25/16,107.930534,780.369995,70.139954,142.444855,33.174526,89.847878,120.379997,761.679993,117.410004,57.726963,107.588585,1.74,33.172844,174.899994,32.736485,29.18391,80.861473,7.721643,103.314682,147.380325
11/28/16,107.71814,766.77002,69.437195,142.188538,32.831985,88.994507,120.410004,768.23999,116.93,57.346508,106.645905,1.821,32.283085,177.699997,32.819675,29.045773,80.506645,8.345243,103.001251,146.70517
11/29/16,107.611946,762.52002,68.821091,143.963867,32.044159,88.188019,120.870003,770.840027,117.510002,57.708401,106.033165,1.79,32.890736,178,31.896235,29.395721,81.157173,7.84086,103.371658,151.990463
11/30/16,106.704384,750.570007,69.350555,142.938522,32.146919,89.613441,118.419998,758.039978,117,56.780468,104.920792,1.77,32.108551,173.100006,31.538506,29.59832,79.984261,7.785836,102.307922,153.302536
12/1/16,105.709946,743.650024,69.822266,144.675888,32.369564,90.251114,115.099998,747.919983,117.220001,56.381447,104.996193,1.708,32.160267,170.699997,31.904549,28.972097,78.574806,7.529059,102.080002,155.839508
12/2/16,106.105789,740.340027,69.177277,144.542999,32.557957,89.219574,115.400002,750.5,120.809998,56.724792,105.542961,1.72,31.950171,173,32.461945,29.128653,79.41259,7.786455,102.782814,155.636154
12/5/16,105.343063,759.359985,69.340919,144.45755,33.174526,88.572517,117.43,762.52002,119.160004,55.908203,105.524109,1.82,33.123455,175,32.852955,29.091818,80.28981,7.98942,102.022987,152.634384
12/6/16,106.15406,764.719971,69.610489,144.533478,32.831985,89.294601,117.309998,759.109985,124.57,55.936047,105.63723,1.788,33.246281,174.399994,32.653294,29.064192,82.192085,8.127806,102.032494,152.334229
12/7/16,107.19677,770.419983,71.516571,146.337296,33.328663,91.273293,117.949997,771.190002,125.389999,55.731899,104.732246,1.76,34.225632,175.75,34.550095,28.723454,82.280785,8.450703,104.169464,154.348297
12/8/16,108.249146,767.330017,72.113411,147.524048,33.311543,90.279243,118.910004,776.419983,123.239998,55.787567,104.628563,1.77,34.267654,174.949997,35.040936,28.493223,83.020012,8.247739,102.982262,154.270859
12/9/16,110.015961,768.659973,71.978622,148.568375,32.951874,89.58532,119.68,789.289978,122.879997,56.817585,105.825752,2.072,34.222401,173.550003,34.233963,29.193123,83.000305,8.100127,104.273926,155.045471
12/12/16,109.388397,760.119995,70.833061,149.204468,33.885284,89.1633,117.769997,789.27002,122.830002,57.27227,108.748093,2.174,34.532692,172.149994,34.525135,29.837767,83.236847,8.118579,104.843773,154.43544
12/13/16,111.21315,774.340027,71.083359,148.729752,33.200211,90.044815,120.309998,796.099976,123.779999,57.777203,109.247704,2.12,34.409866,171.800003,33.967743,30.233759,83.266426,7.832583,104.767792,155.452164
12/14/16,111.21315,768.820007,71.304779,146.65062,32.172607,87.906693,120.209999,797.070007,123.440002,57.786552,108.399292,2.04,33.947662,169.350006,33.310516,30.224546,83.443848,7.638845,103.780052,154.793701
12/15/16,111.821404,761,72.142296,145.986053,31.710184,88.647545,120.57,797.849976,125,58.319534,109.247704,2,33.36264,169.199997,32.653294,30.160086,84.074654,7.79568,102.697327,155.529648
12/16/16,111.966232,757.77002,72.20005,146.679077,31.170696,86.818893,119.870003,790.799988,124.220001,58.384991,109.238274,1.91,32.955383,170.25,32.245644,30.24297,83.414268,7.537363,103.067726,158.744415
12/19/16,112.613098,766,71.766846,148.274033,30.751087,86.940788,119.239998,794.200012,125.449997,57.169418,109.370247,1.71,33.272137,172.199997,31.763124,30.233759,83.788818,7.122208,105.252182,156.420471
12/20/16,112.912392,771.219971,72.257813,148.473404,31.282015,88.469353,119.089996,796.419983,125.120003,56.57098,109.030891,1.91,34.309673,169.100006,32.511864,30.252172,83.039734,7.28827,105.090714,156.468918
12/21/16,113.018585,770.599976,72.508102,149.508224,30.99086,87.981712,119.040001,794.559998,126.5,55.570465,108.700943,1.824,34.613491,167.350006,32.345478,29.837767,83.404404,7.297495,104.938759,156.217133
12/22/16,112.275185,766.340027,71.795738,149.489243,30.519876,88.263039,117.400002,791.26001,125.580002,55.710728,108.823509,1.759,34.565014,166.649994,31.763124,29.782509,82.71447,7.186788,104.910271,156.459229
12/23/16,112.497246,760.590027,72.171165,149.821533,30.322922,88.4506,117.269997,789.909973,125.589996,55.692028,109.313705,1.77,34.164219,169.600006,31.713205,29.911436,82.842613,7.112982,105.090714,157.863251
12/27/16,113.211685,771.400024,72.180809,149.508224,30.519876,88.666298,118.010002,791.549988,128.350006,55.907089,109.266563,1.76,34.548851,171.600006,31.904549,29.957479,83.581833,7.28827,105.404152,157.485611
12/28/16,112.728951,772.130005,71.593567,148.19809,31.016554,87.353401,116.919998,785.049988,125.889999,55.42086,108.502983,1.84,33.592125,169.300003,32.337154,29.791719,83.532555,7.398978,104.653831,156.323639
12/29/16,112.699989,765.150024,71.160362,147.808838,31.059368,87.484688,116.349998,782.789978,125.330002,55.205795,108.870628,1.92,33.556568,169.949997,32.362114,29.920647,84.005653,7.297495,104.99575,155.93634
12/30/16,111.821404,749.869995,71.314407,147.799332,30.639763,86.968925,115.050003,771.820007,123.800003,55.046833,108.606682,1.9,33.026493,169.850006,31.996067,29.911436,83.611397,7.029952,104.112473,154.968018
1/3/17,112.140007,753.669983,72.53698,149.024048,31.70162,88.141129,116.860001,786.140015,127.489998,56.24371,109.200584,2.006,33.663231,170.399994,32.412029,30.390316,82.86232,7.426655,105.261681,156.333328
1/4/17,112.014503,757.179993,73.726128,150.59053,31.830076,87.747276,118.690002,786.900024,129.410004,56.225006,109.021461,2.16,33.617977,174.899994,32.620014,30.657383,84.074654,7.426655,105.328163,156.778778
1/5/17,112.584129,780.450012,72.817345,150.67598,32.129791,87.212753,120.669998,794.02002,131.809998,56.206306,110.162109,2.171,33.078205,172.25,32.711529,30.952076,83.808525,7.657296,105.755547,157.040176
1/6/17,113.839249,795.98999,72.962364,151.046234,31.65024,87.250259,123.410004,806.150024,131.070007,56.355919,109.634209,2.11,32.803471,171.350006,31.93783,30.832354,85.385529,7.3713,106.895264,157.262909
1/9/17,114.88195,796.919983,73.339394,150.305725,31.556042,86.621956,124.900002,806.650024,130.949997,57.132015,109.615364,2.11,32.515804,161.300003,31.91287,30.823147,85.592522,7.583491,105.898018,156.817474
1/10/17,114.997818,795.900024,74.103165,151.017731,33.020382,87.991089,124.349998,804.789978,129.889999,56.028648,109.502235,2.28,33.291531,160.600006,34.109169,30.795519,86.440163,8.26619,105.670067,156.459229
1/11/17,115.615723,799.02002,74.354515,151.331055,33.72258,88.760056,126.089996,807.909973,130.5,57.627598,108.154205,2.271,33.443447,156.600006,34.691525,30.233759,84.735031,8.589088,105.423119,156.759369
1/12/17,115.132988,813.640015,74.325516,150.277222,34.030861,88.141129,126.620003,806.359985,129.179993,58.169933,108.050507,2.303,32.489952,157.300003,35.049255,30.021948,84.774452,8.709021,105.252182,157.214539
